age,sex,marital,income,degree,happy,health
53.0,male,married,49005,bachelor's,pretty happy,unanswered
49.0,female,married,72600,graduate,pretty happy,fair
57.0,male,married,101640,graduate,very happy,good
41.0,female,divorced,72600,high school,very happy,fair
42.0,female,never married,49005,graduate,pretty happy,good
38.0,male,married,59895,bachelor's,pretty happy,good
34.0,male,married,,high school,pretty happy,fair
72.0,male,widowed,363,less than high school,not too happy,unanswered
39.0,female,married,3993,high school,not too happy,fair
38.0,female,divorced,19965,less than high school,pretty happy,good
55.0,male,separated,27225,high school,pretty happy,excellent
85.0,male,married,49005,graduate,pretty happy,good
32.0,male,never married,32670,high school,pretty happy,good
42.0,female,married,8168,bachelor's,pretty happy,unanswered
35.0,male,never married,49005,high school,pretty happy,good
33.0,female,never married,,less than high school,not too happy,unanswered
32.0,female,married,27225,high school,not too happy,good
67.0,female,never married,59895,graduate,pretty happy,excellent
28.0,male,never married,23595,high school,pretty happy,unanswered
59.0,female,married,59895,associate/junior college,very happy,excellent
57.0,male,married,49005,high school,pretty happy,fair
51.0,male,never married,49005,high school,pretty happy,unanswered
66.0,female,divorced,49005,high school,very happy,good
35.0,male,married,101640,high school,pretty happy,excellent
28.0,female,married,59895,bachelor's,pretty happy,good
52.0,female,married,116160,graduate,pretty happy,good
89.0,male,widowed,39930,high school,not too happy,good
69.0,female,widowed,32670,high school,pretty happy,good
55.0,male,divorced,19965,high school,pretty happy,good
48.0,male,married,59895,high school,very happy,good
67.0,female,married,,high school,very happy,good
36.0,female,married,116160,high school,pretty happy,unanswered
66.0,female,divorced,23595,high school,very happy,good
31.0,female,never married,19965,high school,pretty happy,excellent
57.0,female,never married,,high school,pretty happy,fair
48.0,female,divorced,6534,high school,not too happy,fair
35.0,female,divorced,8168,high school,pretty happy,unanswered
59.0,female,divorced,8168,high school,not too happy,poor
59.0,male,never married,5445,less than high school,not too happy,poor
35.0,female,married,19965,high school,very happy,unanswered
52.0,female,divorced,,high school,pretty happy,unanswered
37.0,male,divorced,32670,high school,pretty happy,good
35.0,male,never married,,high school,very happy,good
61.0,male,married,87120,high school,pretty happy,unanswered
67.0,female,divorced,27225,high school,pretty happy,good
80.0,female,widowed,19965,high school,pretty happy,unanswered
30.0,male,married,49005,high school,pretty happy,good
56.0,female,divorced,49005,graduate,very happy,unanswered
20.0,male,never married,39930,high school,pretty happy,unanswered
53.0,female,married,59895,bachelor's,pretty happy,excellent
31.0,female,never married,,graduate,pretty happy,unanswered
51.0,female,widowed,19965,high school,very happy,excellent
29.0,female,married,49005,high school,very happy,unanswered
80.0,male,married,32670,high school,very happy,good
67.0,female,divorced,13612,bachelor's,pretty happy,excellent
61.0,female,married,39930,bachelor's,very happy,excellent
58.0,female,married,49005,high school,very happy,good
19.0,female,never married,,high school,very happy,unanswered
19.0,female,never married,163844,less than high school,pretty happy,unanswered
25.0,male,never married,32670,high school,pretty happy,good
34.0,female,married,15428,high school,pretty happy,good
37.0,female,divorced,59895,high school,not too happy,excellent
78.0,male,married,19965,high school,pretty happy,unanswered
62.0,male,never married,49005,high school,pretty happy,poor
30.0,female,divorced,23595,associate/junior college,pretty happy,unanswered
65.0,female,divorced,,less than high school,pretty happy,unanswered
45.0,female,divorced,39930,graduate,pretty happy,unanswered
65.0,male,never married,39930,high school,very happy,good
68.0,female,widowed,8168,less than high school,pretty happy,fair
37.0,male,married,87120,high school,pretty happy,unanswered
63.0,male,married,23595,less than high school,pretty happy,fair
59.0,male,married,49005,less than high school,very happy,unanswered
80.0,male,married,87120,bachelor's,very happy,good
29.0,female,never married,39930,associate/junior college,very happy,good
57.0,female,married,23595,high school,pretty happy,unanswered
73.0,female,married,72600,graduate,pretty happy,unanswered
75.0,male,married,32670,high school,very happy,excellent
74.0,male,divorced,23595,high school,not too happy,good
86.0,female,married,49005,high school,pretty happy,good
81.0,female,married,39930,high school,pretty happy,excellent
69.0,female,married,27225,less than high school,very happy,good
59.0,female,widowed,11798,high school,not too happy,unanswered
59.0,male,married,,high school,pretty happy,good
68.0,male,married,32670,high school,pretty happy,good
28.0,female,divorced,32670,bachelor's,very happy,good
62.0,male,divorced,11798,high school,not too happy,unanswered
30.0,female,married,17242,high school,very happy,good
30.0,female,never married,15428,associate/junior college,not too happy,excellent
52.0,male,divorced,19965,high school,not too happy,unanswered
50.0,female,married,101640,graduate,pretty happy,poor
62.0,male,married,23595,high school,pretty happy,unanswered
46.0,female,married,72600,bachelor's,pretty happy,good
43.0,female,married,72600,high school,pretty happy,good
27.0,male,never married,23595,bachelor's,very happy,good
36.0,male,married,32670,bachelor's,pretty happy,unanswered
26.0,male,never married,3993,high school,very happy,good
50.0,female,married,87120,graduate,pretty happy,good
23.0,male,never married,39930,high school,not too happy,poor
27.0,male,married,15428,bachelor's,very happy,good
21.0,female,never married,8168,high school,pretty happy,unanswered
23.0,female,never married,9982,bachelor's,not too happy,good
67.0,female,divorced,23595,graduate,pretty happy,unanswered
36.0,female,married,,bachelor's,not too happy,good
28.0,male,never married,363,associate/junior college,pretty happy,good
39.0,female,divorced,23595,high school,pretty happy,fair
47.0,female,separated,32670,bachelor's,not too happy,good
30.0,female,divorced,19965,less than high school,pretty happy,unanswered
52.0,male,never married,49005,graduate,pretty happy,excellent
60.0,female,married,,less than high school,very happy,good
66.0,male,never married,87120,graduate,pretty happy,fair
60.0,male,married,19965,less than high school,very happy,unanswered
31.0,female,never married,11798,associate/junior college,not too happy,fair
68.0,female,married,116160,bachelor's,very happy,excellent
66.0,male,married,,less than high school,very happy,fair
38.0,male,separated,27225,bachelor's,pretty happy,unanswered
81.0,male,divorced,17242,high school,very happy,excellent
56.0,female,married,72600,high school,pretty happy,good
42.0,male,divorced,23595,high school,pretty happy,unanswered
73.0,female,widowed,39930,high school,pretty happy,unanswered
24.0,female,never married,15428,high school,not too happy,fair
26.0,female,never married,59895,high school,pretty happy,excellent
50.0,female,divorced,39930,bachelor's,pretty happy,excellent
19.0,female,never married,8168,associate/junior college,pretty happy,fair
31.0,female,never married,,high school,pretty happy,unanswered
74.0,female,widowed,,less than high school,pretty happy,good
60.0,female,divorced,49005,high school,pretty happy,unanswered
84.0,female,widowed,1452,high school,pretty happy,fair
33.0,female,never married,17242,high school,pretty happy,unanswered
40.0,female,married,59895,less than high school,pretty happy,good
59.0,female,married,49005,bachelor's,very happy,good
19.0,male,never married,,less than high school,very happy,unanswered
61.0,male,divorced,,high school,very happy,good
48.0,female,divorced,39930,less than high school,pretty happy,fair
54.0,female,divorced,39930,high school,pretty happy,good
41.0,female,married,49005,graduate,pretty happy,excellent
34.0,male,married,32670,bachelor's,pretty happy,fair
19.0,female,never married,3267,high school,pretty happy,unanswered
51.0,male,divorced,,less than high school,not too happy,poor
32.0,female,married,49005,associate/junior college,pretty happy,unanswered
64.0,male,married,72600,associate/junior college,very happy,excellent
41.0,male,divorced,72600,high school,very happy,unanswered
80.0,female,divorced,15428,high school,not too happy,poor
36.0,female,separated,,high school,pretty happy,good
28.0,male,never married,72600,high school,very happy,unanswered
41.0,female,married,13612,bachelor's,very happy,good
46.0,male,divorced,,high school,pretty happy,unanswered
45.0,female,divorced,39930,bachelor's,pretty happy,good
35.0,female,never married,27225,high school,pretty happy,good
51.0,female,married,17242,high school,not too happy,good
76.0,male,widowed,8168,less than high school,pretty happy,poor
26.0,female,never married,8168,high school,not too happy,good
31.0,female,never married,1452,high school,not too happy,good
62.0,male,separated,19965,high school,pretty happy,unanswered
19.0,male,never married,2541,high school,not too happy,fair
18.0,female,never married,23595,high school,pretty happy,unanswered
55.0,female,never married,32670,associate/junior college,pretty happy,good
52.0,female,divorced,8168,high school,pretty happy,fair
59.0,male,married,39930,high school,very happy,unanswered
67.0,female,divorced,,bachelor's,pretty happy,excellent
31.0,female,married,11798,associate/junior college,very happy,good
58.0,male,never married,15428,high school,very happy,unanswered
58.0,male,widowed,3993,high school,not too happy,poor
83.0,female,married,,less than high school,very happy,fair
76.0,female,widowed,32670,associate/junior college,pretty happy,excellent
27.0,female,married,,high school,not too happy,unanswered
72.0,male,married,59895,less than high school,pretty happy,unanswered
58.0,female,married,72600,high school,pretty happy,fair
19.0,male,never married,,high school,pretty happy,unanswered
69.0,female,married,87120,graduate,very happy,excellent
52.0,female,married,101640,bachelor's,very happy,unanswered
65.0,female,divorced,39930,high school,pretty happy,good
63.0,male,married,39930,high school,pretty happy,unanswered
49.0,male,married,17242,high school,pretty happy,fair
76.0,male,married,163844,high school,very happy,fair
65.0,male,married,23595,less than high school,pretty happy,unanswered
28.0,male,never married,72600,bachelor's,very happy,excellent
82.0,female,widowed,19965,high school,pretty happy,unanswered
49.0,male,never married,27225,high school,pretty happy,unanswered
33.0,male,never married,23595,bachelor's,pretty happy,good
60.0,male,divorced,3267,high school,not too happy,unanswered
69.0,female,widowed,27225,high school,very happy,good
